palavra,fonetica-divisao_silabica
he·mo·cro·ma·to·se ,ẽ.mo.kɾõ.ma.tˈɔ.zɪ 
he·mo·di·a·li·sa·da ,ẽ.mo.dʒi.a.li.zˈa.dɐ 
he·mo·di·a·li·sa·do ,ẽ.mo.dʒi.a.li.zˈa.dʊ 
he·mo·di·a·li·sa·do ,ẽ.mo.dʒi.a.li.zˈa.dʊ 
he·mo·di·a·li·sar ,ẽ.mo.dʒi.a.li.zˈaɾ
he·mo·di·á·li·se ,ẽ.mo.dʒi.ˈa.li.zɪ 
he·mo·di·lu·i·ção ,ẽ.mo.dʒi.lwi.sˈɐ̃w 
he·mo·di·nâ·mi·ca ,ẽ.mo.dʒĩ.nˈɐ̃.mi.kɐ 
he·mo·fi·li·a ,ẽ.mo.fi.lˈi.ɐ 
he·mo·fí·li·co ,ẽ.mo.fˈi.li.kʊ 
he·mo·fí·li·co ,ẽ.mo.fˈi.li.kʊ 
he·mo·glo·bi·na ,ẽ.mo.glo.bˈĩ.nɐ 
he·mo·gra·ma ,ẽ.mo.gɾˈɐ̃.mɐ 
he·mo·lí·ti·co ,ẽ.mo.lˈi.tʃi.kʊ 
he·mor·ra·gi·a ,ẽ.mo.ɦa.ʒˈi.ɐ 
he·mor·rá·gi·co ,ẽ.mo.ɦˈa.ʒi.kʊ 
he·mor·roi·da ,ẽ.mo.ɦˈɔj.dɐ 
he·mor·roi·dal ,ẽ.mo.ɦɔj.dˈaw 
he·mor·roi·dal ,ẽ.mo.ɦɔj.dˈaw 
he·mós·ta·se ,ẽ.mˈɔʃ.ta.zɪ 
he·mo·te·ra·pi·a ,ẽ.mo.te.ɾa.pˈi.ɐ 
he·na ,ˈɛ̃.nɐ 
he·no·te·ís·mo ,ẽ.no.te.ˈiʒ.mʊ 
hen·ri·qui·no ,ĩ.ɦi.kˈĩ.nʊ 
hen·ry ,
he·pá·ti·ca ,e.pˈa.tʃi.kɐ 
he·pá·ti·co ,e.pˈa.tʃi.kʊ 
he·pá·ti·co ,e.pˈa.tʃi.kʊ 
he·pa·ti·te ,e.pa.tʃˈi.tʃɪ 
he·pa·to·me·ga·li·a ,e.pa.tɔ̃.me.ga.lˈi.ɐ 
hep·ta·tlo ,e.pə.tˈa.tlʊ 
he·ra ,ˈɛ.ɾɐ 
he·rál·di·ca ,e.ɾˈaw.dʒi.kɐ 
he·ral·di·ca·men·te  ,e.ɾaw.dʒi.kã.mˈẽ.tʃɪ 
he·rál·di·co ,e.ɾˈaw.dʒi.kʊ 
he·rál·di·co ,e.ɾˈaw.dʒi.kʊ 
he·ral·do ,e.ɾˈaw.dʊ 
he·ran·ça ,e.ɾˈɐ̃.sɐ 
her·bá·ce·o ,eɦ.bˈa.sjʊ 
her·ba·ná·ri·o ,eɦ.bã.nˈa.ɾjʊ 
her·bá·ri·o ,eɦ.bˈa.ɾjʊ 
her·bi·ci·da ,eɦ.bi.sˈi.dɐ 
her·bí·vo·ro ,eɦ.bˈi.vo.ɾʊ 
her·bí·vo·ro ,eɦ.bˈi.vo.ɾʊ 
her·cu·la·no ,eh.ku.lˈɐ̃.nʊ
her·cú·le·o ,ɛh.kˈu.ljʊ 
hér·cu·les ,ˈɛh.ku.lɪʃ 
her·da·de ,iɦ.dˈa.dʒɪ 
her·dar ,iɦ.dˈaɾ 
her·dei·ra ,iɦ.dˈej.ɾɐ 
her·dei·ro ,iɦ.dˈej.ɾʊ 
he·re·di·ta·ri·a·men·te ,e.ɾe.dʒi.ta.ɾi.ã.mˈẽ.tʃɪ 
he·re·di·ta·ri·e·da·de ,e.ɾe.dʒi.ta.ɾje.dˈa.dʒɪ 
he·re·di·tá·ri·o ,e.ɾe.dʒi.tˈa.ɾjʊ 
he·re·ge ,e.ɾˈe.ʒɪ 
he·re·ge ,e.ɾˈe.ʒɪ 
he·re·ge ,e.ɾˈe.ʒɪ 
he·re·ro ,e.ɾˈɛ.ɾʊ 
he·re·si·a ,e.ɾe.zˈi.ɐ 
he·ré·ti·ca ,e.ɾˈɛ.tʃi.kɐ 
he·re·ti·ca·men·te  ,e.ɾɛ.tʃi.kã.mˈẽ.tʃɪ 
he·ré·ti·co ,e.ɾˈɛ.tʃi.kʊ 
he·ré·ti·co ,e.ɾˈɛ.tʃi.kʊ
her·ma ,ˈɛɦ.mɐ 
her·ma·fro·di·ta ,eɦ.ma.fɾo.dʒˈi.tɐ 
her·ma·fro·di·ta ,eɦ.ma.fɾo.dʒˈi.tɐ 
her·ma·fro·di·ta ,eɦ.ma.fɾo.dʒˈi.tɐ 
her·ma·fro·di·to ,eɦ.ma.fɾo.dʒˈi.tʊ 
her·me·nêu·ti·ca ,eɦ.mẽ.nˈew.tʃi.kɐ 
her·me·nêu·ti·co ,eɦ.mẽ.nˈew.tʃi.kʊ 
her·mes ,ˈɛɦ.mɪʃ 
her·me·ti·ca·men·te ,iɦ.mɛ.tʃi.kã.mˈẽ.tʃɪ 
her·me·ti·ci·da·de ,iɦ.mɛ.tʃi.si.dˈa.dʒɪ 
her·mé·ti·co ,iɦ.mˈɛ.tʃi.kʊ 
her·me·tis·mo ,eɦ.me.tʃˈiʒ.mʊ 
her·mí·ni·o ,iɦ.mˈĩ.njʊ 
her·mí·ni·o ,iɦ.mˈĩ.njʊ 
hér·ni·a ,ˈɛɦ.njɐ 
he·rói ,e.ɾˈɔj 
he·roi·ca·men·te ,e.ɾɔj.kã.mˈẽ.tʃɪ 
he·roi·ci·da·de ,e.ɾɔj.si.dˈa.dʒɪ 
he·roi·co ,e.ɾˈɔj.kʊ
he·ro·í·na ,e.rwˈĩ.nɐ 
he·roi·nó·ma·na ,e.ɾõj.nˈɔ̃.mã.nɐ 
he·roi·nó·ma·no ,e.ɾõj.nˈɔ̃.mã.nʊ 
he·roi·nó·ma·no ,e.ɾõj.nˈɔ̃.mã.nʊ 
he·ro·ís·mo ,e.rwˈiʒ.mʊ 
her·pes ,ˈɛh.pɪʃ 
hertz , 
hert·zi·a·no ,ɛh.ti.zi.ˈɐ̃.nʊ 
he·si·ta·ção ,e.zi.ta.sˈɐ̃w 
he·si·tan·te ,e.zi.tˈɐ̃.tʃɪ 
he·si·tan·te·men·te  ,e.zi.tɐ̃.tẽ.mˈẽ.tʃɪ 
he·si·tar ,e.zi.tˈaɾ 
he·te·ro·a·va·li·a·ção ,e.te.ɾo.a.va.li.a.sˈɐ̃w 
he·te·ro·cli·ta·men·te  ,e.te.ɾɔ.kli.tã.mˈẽ.tʃɪ 
he·te·ró·cli·to ,e.te.ɾˈɔ.kli.tʊ 
he·te·ro·do·xa ,e.te.ɾo.dˈɔk.sɐ 
he·te·ro·do·xi·a ,e.te.ɾo.dɔk.sˈi.ɐ 
he·te·ro·do·xo ,e.te.ɾo.dˈɔk.sʊ 
he·te·ro·do·xo ,e.te.ɾo.dˈɔk.sʊ 
he·te·ro·fo·ni·a ,e.te.ɾo.fõ.nˈi.ɐ
he·te·ro·ge·nei·da·de ,e.te.ɾo.ʒẽ.nej.dˈa.dʒɪ 
he·te·ro·gé·ne·o ,e.te.ɾo.ʒˈɛ̃.njʊ 
he·te·ro·ge·ni·a ,e.te.ɾo.ʒẽ.nˈi.ɐ 
he·te·roi·de ,e.te.ɾo.ˈi.dʒɪ 
he·te·ro·in·fec·ção ,e.te.ɾo.ĩ.fe.kə.sˈɐ̃w 
he·te·ró·lo·go ,e.te.ɾˈɔ.lo.gʊ 
he·te·ro·ní·mi·a ,e.te.ɾõ.nˈĩ.mja 
he·te·ro·ní·mi·co ,e.te.ɾõ.nˈĩ.mi.kʊ 
he·te·ró·ni·mo ,e.te.ɾˈɔ̃.nĩ.mʊ 
he·te·ró·ni·mo ,e.te.ɾˈɔ̃.nĩ.mʊ 
he·te·ro·no·mi·a ,e.te.ɾõ.nõ.mˈi.ɐ 
he·te·ros·sép·ti·co  ,e.te.ɾo.sˈɛ.pi.tʃi.kʊ 
he·te·ros·se·xu·al ,e.te.ɾo.sek.su.ˈaw 
he·te·ros·se·xu·al ,e.te.ɾo.sek.su.ˈaw 
he·te·ros·se·xu·al ,e.te.ɾo.sek.su.ˈaw 
he·te·ros·se·xu·a·li·da·de ,e.te.ɾo.sek.su.a.li.dˈa.dʒɪ 
he·te·ros·si·lá·bi·co  ,e.te.ɾo.si.lˈa.bi.kʊ 
heu·rís·ti·ca ,ew.ɾˈiʃ.tʃi.kɐ 
heu·ris·ti·ca·men·te  ,ew.ɾiʃ.tʃi.kã.mˈẽ.tʃɪ 
heu·rís·ti·co ,ew.ɾˈiʃ.tʃi.kʊ
he·xa·cam·pe·ão ,e.gə.za.kɐ̃.pe.ˈɐ̃w 
he·xa·cam·pe·ão ,e.gə.za.kɐ̃.pe.ˈɐ̃w 
he·xa·go·nal ,e.gə.za.gõ.nˈaw 
he·xá·go·no ,e.zˈa.gõ.nʊ 
he·xá·go·no ,e.zˈa.gõ.nʊ 
he·xa·no ,e.gə.zˈɐ̃.nʊ 
hi-fi , 
hi·an·te ,i.ˈɐ̃.tʃɪ 
hi·a·to ,i.ˈa.tʊ 
hi·ber·na·ção ,i.beɦ.na.sˈɐ̃w 
hi·ber·nar ,i.beɦ.nˈaɾ 
hi·ber·no ,i.bˈɛɦ.nʊ 
hi·bri·da·ção ,i.bɾi.da.sˈɐ̃w 
hi·bri·da·men·te  ,i.bɾi.dã.mˈẽ.tʃɪ 
hi·bri·dar ,i.bɾi.dˈaɾ 
hi·bri·dez ,i.bɾi.dˈeʃ 
hi·bri·dis·mo ,i.bɾi.dʒˈiʒ.mʊ 
hi·bri·di·za·ção ,i.bɾi.dʒi.za.sˈɐ̃w 
hí·bri·do ,ˈi.bɾi.dʊ 
hí·bri·do ,ˈi.bɾi.dʊ
hi·dra ,ˈi.dɾɐ 
hi·drar·gi·ri·a ,i.dɾaɦ.ʒi.ɾˈi.ɐ 
hi·dra·ta·ção ,i.dɾa.ta.sˈɐ̃w 
hi·dra·ta·do ,i.dɾa.tˈa.dʊ 
hi·dra·tan·te ,i.dɾa.tˈɐ̃.tʃɪ 
hi·dra·tan·te ,i.dɾa.tˈɐ̃.tʃɪ 
hi·dra·tar ,i.dɾa.tˈaɾ 
hi·dra·to ,i.dɾˈa.tʊ 
hi·dráu·li·ca ,i.dɾˈaw.li.kɐ 
hi·drau·li·ca·men·te  ,i.dɾaw.li.kã.mˈẽ.tʃɪ 
hi·drau·li·ci·da·de ,i.dɾaw.li.si.dˈa.dʒɪ 
hi·dráu·li·co ,i.dɾˈaw.li.kʊ 
hi·dráu·li·co ,i.dɾˈaw.li.kʊ 
hi·dre·to ,i.dɾˈe.tʊ 
hí·dri·co ,ˈi.dɾi.kʊ 
hi·dro ,ˈi.dɾo 
hi·dro·a·vi·ão ,i.dɾo.a.vi.ˈɐ̃w 
hi·dro·car·bo·ne·to ,i.dɾo.kaɦ.bõ.nˈe.tʊ 
hi·dro·ce·fa·li·a ,i.dɾo.se.fa.lˈi.ɐ 
hi·dro·di·nâ·mi·ca ,i.dɾo.dʒĩ.nˈɐ̃.mi.kɐ
hi·dro·di·nâ·mi·co ,i.dɾo.dʒĩ.nˈɐ̃.mi.kʊ 
hi·dro·e·léc·tri·ca ,i.dɾo.e.lˈɛk.tɾi.kɐ 
hi·dro·e·léc·tri·co ,i.dɾo.e.lˈɛk.tɾi.kʊ 
hi·dro·e·lé·tri·co ,i.dɾo.e.lˈɛ.tɾi.kʊ 
hi·dro·fo·bi·a ,i.dɾo.fo.bˈi.ɐ 
hi·dro·fo·ne ,i.dɾo.fˈɔ̃.nɪ 
hi·dró·fu·go ,i.dɾˈɔ.fu.gʊ 
hi·dro·gé·ni·o ,i.dɾo.ʒˈɛ̃.njʊ 
hi·dro·ge·o·lo·gi·a ,i.dɾo.ʒjo.lo.ʒˈi.ɐ 
hi·dro·ge·o·ló·gi·co ,i.dɾo.ʒjo.lˈɔ.ʒi.kʊ 
hi·dro·gra·fi·a ,i.dɾo.gɾa.fˈi.ɐ 
hi·dro·grá·fi·co ,i.dɾo.gɾˈa.fi.kʊ 
hi·dro·lo·gi·a ,i.dɾo.lo.ʒˈi.ɐ 
hi·dro·ló·gi·co ,i.dɾo.lˈɔ.ʒi.kʊ 
hi·dro·me·câ·ni·ca ,i.dɾõ.me.kˈɐ̃.ni.kɐ 
hi·dro·me·câ·ni·co ,i.dɾõ.me.kˈɐ̃.ni.kʊ 
hi·dro·mel ,i.dɾõ.mˈɛw 
hi·dro·mé·tri·co ,i.dɾõ.mˈɛ.tɾi.kʊ 
hi·drop·neu·má·ti·ca ,i.dɾo.pɨ̃.nẽw.mˈa.tʃi.kɐ 
hi·drop·neu·má·ti·co ,i.dɾo.pɨ̃.nẽw.mˈa.tʃi.kʊ
hi·dro·pó·ni·ca ,i.dɾo.pˈɔ̃.ni.kɐ 
hi·dro·pó·ni·co ,i.dɾo.pˈɔ̃.ni.kʊ 
hi·dros·fe·ra ,i.dɾoʃ.fˈɛ.ɾɐ 
hi·dro·speed , 
hi·dros·tá·ti·ca ,i.dɾoʃ.tˈa.tʃi.kɐ 
hi·dros·tá·ti·co ,i.dɾoʃ.tˈa.tʃi.kʊ 
hi·dro·téc·ni·co ,i.dɾo.tˈɛ.kĩ.ni.kʊ 
hi·dro·te·ra·pi·a ,i.dɾo.te.ɾa.pˈi.ɐ 
hi·dro·ter·mal ,i.dɾo.teɦ.mˈaw 
hi·dro·vi·a ,i.dɾo.vˈi.ɐ 
hi·dró·xi·do ,i.dɾˈɔk.si.dʊ 
hi·dro·xi·lo ,i.dɾok.sˈi.lʊ 
hi·e·na ,jˈẽ.nɐ 
hi·e·rar·qui·a ,je.ɾah.kˈi.ɐ 
hi·e·rar·qui·ca·men·te ,je.ɾah.ki.kã.mˈẽ.tʃɪ 
hi·e·rár·qui·co ,je.ɾˈah.ki.kʊ 
hi·e·rar·qui·za·ção ,je.ɾˈah.ki.za.sˈɐ̃w 
hi·e·rar·qui·za·do ,je.ɾˈah.ki.zˈa.dʊ 
hi·e·rar·qui·zar ,je.ɾah.ki.zˈaɾ 
hi·e·rá·ti·ca ,je.ɾˈa.tʃi.kɐ
hi·e·ra·ti·ca·men·te  ,je.ɾa.tʃi.kã.mˈẽ.tʃɪ 
hi·e·rá·ti·co ,je.ɾˈa.tʃi.kʊ 
hi·e·ra·tis·mo ,je.ɾa.tʃˈiʒ.mʊ 
hi·e·ro·glí·fi·co ,je.ɾo.glˈi.fi.kʊ 
hi·e·ró·gli·fo ,je.ɾˈɔ.gli.fʊ 
hí·fen ,ˈi.fẽ 
hi·fe·ni·za·ção ,i.fẽ.ni.za.sˈɐ̃w 
hi·fe·ni·zar ,i.fẽ.ni.zˈaɾ 
high-tech , 
hi·gi·e·ne ,i.ʒjˈẽ.nɪ 
hi·gi·e·ni·ca·men·te ,i.ʒjẽ.ni.kã.mˈẽ.tʃɪ 
hi·gi·é·ni·co ,i.ʒjˈẽ.ni.kʊ 
hi·gi·e·nis·ta ,i.ʒjẽ.nˈiʃ.tɐ 
hi·gi·e·nis·ta ,i.ʒjẽ.nˈiʃ.tɐ 
hi·gi·e·nis·ta ,i.ʒjẽ.nˈiʃ.tɐ 
hi·gi·e·ni·za·ção ,i.ʒjẽ.ni.za.sˈɐ̃w 
hi·gi·e·ni·za·do ,i.ʒjẽ.ni.zˈa.dʊ 
hi·gi·e·ni·zar ,i.ʒjẽ.ni.zˈaɾ 
hi·gró·me·tro ,i.gɾˈɔ̃.me.tɾʊ 
hi·lá·ri·a ,i.lˈa.ɾjɐ
hi·la·ri·an·te ,i.la.ɾi.ˈɐ̃.tʃɪ 
hi·la·ri·an·te·men·te  ,i.la.ɾi.ɐ̃.tẽ.mˈẽ.tʃɪ 
hi·la·ri·ar ,i.la.ɾi.ˈaɾ 
hi·la·ri·da·de ,i.la.ɾi.dˈa.dʒɪ 
hi·lá·ri·o ,i.lˈa.ɾjʊ 
hí·men ,ˈĩ.mẽ 
hi·me·nóp·te·ro ,ĩ.mẽ.nˈɔ.pi.te.ɾʊ 
hi·me·nóp·te·ro ,ĩ.mẽ.nˈɔ.pi.te.ɾʊ 
hin·di ,ĩ.dʒˈi 
hin·du ,ĩ.dˈu 
hin·du ,ĩ.dˈu 
hin·du ,ĩ.dˈu 
hin·du·ís·mo ,ĩ.dwˈiʒ.mʊ 
hin·du·ís·ta ,ĩ.dwˈiʃ.tɐ 
hi·no ,ˈĩ.nʊ 
hip-hop , 
hi·par·co ,i.pˈah.kʊ 
hi·per-he·do·nis·mo ,i.per.e.dõ.nˈiʒ.mʊ 
hi·per-hu·ma·no ,i.per.ũ.mˈɐ̃.nʊ
hi·per-ran·co·ro·so ,i.per.ɦɐ̃.ko.ɾˈo.zʊ 
hi·per-re·a·lis·mo ,i.peɾ.ɦe.a.lˈiʒ.mʊ 
hi·per-re·a·lis·ta ,i.peɾ.ɦe.a.lˈiʃ.tɐ 
hi·per-re·a·lis·ta ,i.peɾ.ɦe.a.lˈiʃ.tɐ 
hi·per-re·a·lis·ta ,i.peɾ.ɦe.a.lˈiʃ.tɐ 
hi·per-re·quin·ta·do ,i.per.ɦe.kĩ.tˈa.dʊ 
hi·per-ru·go·so ,i.per.ɦu.gˈo.zʊ 
hi·pe·ra·ci·dez ,i.pe.ra.si.dˈeʃ 
hi·pe·rá·ci·do ,i.pe.rˈa.si.dʊ 
hi·pe·ra·cús·ti·co ,i.pe.ra.kˈuʃ.tʃi.kʊ 
hi·pe·ra·fro·di·sí·a·co  ,i.pe.ra.fɾo.dʒi.zˈi.a.kʊ 
hi·pe·ra·gres·si·vi·da·de ,i.pe.ra.gɾe.si.vi.dˈa.dʒɪ 
hi·pe·ra·gres·si·vo ,i.pe.ra.gɾe.sˈi.vʊ 
hi·pe·ra·gu·do  ,i.pe.ra.gˈu.dʊ 
hi·pe·ra·li·men·ta·ção ,i.pe.ra.lĩ.mẽ.ta.sˈɐ̃w 
hi·pe·ram·né·si·co  ,i.pe.ramĩ.nˈɛ.zi.kʊ 
hi·pe·ra·ti·vi·da·de ,i.peɾ.a.tʃi.vi.dˈa.dʒɪ 
hi·pe·ra·ti·vo ,i.peɾ.a.tʃˈi.vʊ 
hi·per·bá·ri·co ,i.peɦ.bˈa.ɾi.kʊ 
hi·pér·bo·le ,i.pˈɛɦ.bo.lɪ
hi·per·bo·li·ca·men·te ,i.pɛɦ.bɔ.li.kã.mˈẽ.tʃɪ 
hi·per·bó·li·co ,i.pɛɦ.bˈɔ.li.kʊ 
hi·per·bo·li·za·ção ,i.pɛɦ.bo.li.za.sˈɐ̃w 
hi·per·bo·li·za·do ,i.pɛɦ.bo.li.zˈa.dʊ 
hi·per·bo·li·zar ,i.pɛɦ.bo.li.zˈaɾ 
hi·per·ca·tar·se  ,i.per.ka.tˈah.sɪ 
hi·per·ca·tár·ti·co  ,i.per.ka.tˈah.tʃi.kʊ 
hi·per·cí·cli·co  ,i.per.sˈi.kli.kʊ 
hi·per·ci·clo  ,i.per.sˈi.klʊ 
hi·per·ci·né·ti·co ,i.per.sĩ.nˈɛ.tʃi.kʊ 
hi·per·clo·rí·dri·co  ,i.per.klo.ɾˈi.dɾi.kʊ 
hi·per·có·li·co  ,i.per.kˈɔ.li.kʊ 
hi·per·cor·re·ção ,i.per.ko.ɦe.sˈɐ̃w 
hi·per·cor·re·to ,i.per.ko.ɦˈɛ.tʊ 
hi·per·cri·se  ,i.per.kɾˈi.zɪ 
hi·per·crí·ti·ca ,i.peh.kɾˈi.tʃi.kɐ 
hi·per·cri·ti·cis·mo ,i.peh.kɾi.tʃi.sˈiʒ.mʊ 
hi·per·crí·ti·co ,i.peh.kɾˈi.tʃi.kʊ 
hi·per·crí·ti·co ,i.peh.kɾˈi.tʃi.kʊ
hi·per·cro·ma  ,i.per.kɾˈɔ̃.mɐ 
hi·per·cro·mi·a ,i.per.kɾõ.mˈi.ɐ 
hi·per·cul·tu·ra  ,i.per.kʊw.tˈu.ɾɐ 
hi·per·di·a·léc·ti·co  ,i.per.dʒi.a.lˈɛ.ki.tʃi.kʊ 
hi·per·di·a·lé·ti·co ,i.per.dʒi.a.lˈɛ.tʃi.kʊ 
hi·per·dó·ri·co  ,i.per.dˈɔ.ɾi.kʊ 
hi·per·dó·ri·o  ,i.per.dˈɔ.ɾjʊ 
hi·per·dra·má·ti·co  ,i.per.dɾã.mˈa.tʃi.kʊ 
hi·pe·re·líp·ti·co  ,i.pe.re.lˈi.pi.tʃi.kʊ 
hi·pe·re·mo·ti·vi·da·de ,i.pe.rẽ.mo.tʃi.vi.dˈa.dʒɪ 
hi·pe·ren·ce·fa·li·a  ,i.pe.rẽ.se.fa.lˈi.ɐ 
hi·pe·ren·cé·fa·lo  ,i.pe.rẽ.sˈɛ.fa.lʊ 
hi·pe·res·pa·ço ,i.peɾ.eʃ.pˈa.sʊ 
hi·pe·res·té·ti·co ,i.pe.reʃ.tˈɛ.tʃi.kʊ 
hi·pe·reu·fe·mis·mo  ,i.pe.rew.fẽ.mˈiʒ.mʊ 
hi·pe·rex·ci·ta·bi·li·da·de ,i.pe.re.si.ta.bi.li.dˈa.dʒɪ 
hi·pe·rex·ci·tá·vel ,i.pe.re.si.tˈa.vew 
hi·pe·rex·ten·são ,i.pe.reʃ.tẽ.sˈɐ̃w 
hi·pe·rex·ten·si·bi·li·da·de ,i.pe.reʃ.tẽ.si.bi.li.dˈa.dʒɪ 
hi·pe·rex·ten·sí·vel ,i.pe.reʃ.tẽ.sˈi.vew
hi·per·fic·ção ,i.per.fi.kə.sˈɐ̃w 
hi·per·fí·si·co ,i.per.fˈi.zi.kʊ 
hi·per·fle·xão  ,i.per.flek.sˈɐ̃w 
hi·per·fo·cal ,i.per.fo.kˈaw 
hi·per·frí·gi·o  ,i.per.fɾˈi.ʒjʊ 
hi·per·fun·ção ,i.per.fũ.sˈɐ̃w 
hi·per·ge·né·si·co  ,i.per.ʒẽ.nˈɛ.zi.kʊ 
hi·per·ge·né·ti·co ,i.per.ʒẽ.nˈɛ.tʃi.kʊ 
hi·per·gli·ce·mi·a ,i.per.gli.sẽ.mˈi.ɐ 
hi·per·glo·te ,i.per.glˈɔ.tʃɪ 
hi·pe·rin·fla·ção ,i.peɾ.ĩ.fla.sˈɐ̃w 
hi·pe·rin·fla·ci·o·ná·ri·o ,i.peɾ.ĩ.fla.sjõ.nˈa.ɾjʊ 
hi·pe·rin·te·lec·tu·a·li·da·de ,i.pe.rĩ.te.le.kə.tu.a.li.dˈa.dʒɪ 
hi·pe·ri·ó·ni·co  ,i.pe.rjˈɔ̃.ni.kʊ 
hi·per·jó·ni·co  ,i.per.ʒˈɔ̃.ni.kʊ 
hi·per·li·ga·ção ,i.peɦ.li.ga.sˈɐ̃w 
hi·per·mé·di·a ,i.peɦ.mˈɛ.dʒjɐ 
hi·per·mer·ca·do ,i.peɦ.meh.kˈa.dʊ 
hi·per·me·ta·mor·fo·se  ,i.per.me.tã.moh.fˈɔ.zɪ 
hi·per·mé·tri·co ,i.per.mˈɛ.tɾi.kʊ
hi·per·mí·o·pe  ,i.per.mˈi.o.pɪ 
hi·per·mí·o·pe  ,i.per.mˈi.o.pɪ 
hi·per·mí·o·pe  ,i.per.mˈi.o.pɪ 
hi·per·mi·o·pi·a  ,i.per.mjo.pˈi.ɐ 
hi·per·mis·ti·cis·mo ,i.per.miʃ.tʃi.sˈiʒ.mʊ 
hi·per·mís·ti·co ,i.per.mˈiʃ.tʃi.kʊ 
hi·pe·ró·xi·do  ,i.pe.rˈɔk.si.dʊ 
hi·per·pép·ti·co  ,i.per.pˈɛ.pi.tʃi.kʊ 
hi·per·pig·men·ta·do ,i.per.pi.gĩ.mẽ.tˈa.dʊ 
hi·per·pla·si·a ,i.peh.pla.zˈi.ɐ 
hi·per·plás·ti·co ,i.per.plˈaʃ.tʃi.kʊ 
hi·per·pro·du·ção ,i.peh.pɾo.du.sˈɐ̃w 
hi·per·sa·li·no ,i.per.sa.lˈĩ.nʊ 
hi·per·sar·co·ma  ,i.per.sah.kˈõ.mɐ 
hi·per·se·cre·ção ,i.per.se.kɾe.sˈɐ̃w 
hi·per·sen·si·bi·li·da·de ,i.peh.sẽ.si.bi.li.dˈa.dʒɪ 
hi·per·sen·sí·vel ,i.peh.sẽ.sˈi.vew 
hi·per·sen·ti·men·ta·li·da·de ,i.per.sẽ.tʃĩ.mẽ.ta.li.dˈa.dʒɪ 
hi·per·sis·tó·li·co  ,i.per.siʃ.tˈɔ.li.kʊ 
hi·per·só·ni·co ,i.peh.sˈɔ̃.ni.kʊ
hi·per·so·no·ri·da·de  ,i.per.sõ.no.ɾi.dˈa.dʒɪ 
hi·per·so·no·ro ,i.per.sõ.nˈɔ.ɾʊ 
hi·per·ten·sa ,i.peh.tˈẽ.sɐ 
hi·per·ten·são ,i.peh.tẽ.sˈɐ̃w 
hi·per·ten·so ,i.peh.tˈẽ.sʊ 
hi·per·ten·so ,i.peh.tˈẽ.sʊ 
hi·per·ten·sor ,i.peh.tẽ.sˈoɾ 
hi·per·ten·sor ,i.peh.tẽ.sˈoɾ 
hi·per·ter·mi·a ,i.peh.teɦ.mˈi.ɐ 
hi·per·tér·mi·co ,i.per.tˈɛɦ.mi.kʊ 
hi·per·tex·to ,i.peh.tˈeʃ.tʊ 
hi·per·ti·roi·dis·mo ,i.peh.tʃi.ɾoj.dʒˈiʒ.mʊ 
hi·per·to·na·li·da·de  ,i.per.tõ.na.li.dˈa.dʒɪ 
hi·per·to·ni·a ,i.per.tõ.nˈi.ɐ 
hi·per·tó·ni·co ,i.per.tˈɔ̃.ni.kʊ 
hi·per·tri·co·se ,i.peh.tɾi.kˈɔ.zɪ 
hi·per·tro·fi·a ,i.peh.tɾo.fˈi.ɐ 
hi·per·tro·fi·a·do ,i.peh.tɾo.fi.ˈa.dʊ 
hi·per·tro·fi·ar ,i.peh.tɾo.fi.ˈaɾ 
hi·per·tró·fi·co ,i.per.tɾˈɔ.fi.kʊ
hi·pe·rur·ba·nis·mo  ,i.pe.rʊɦ.bã.nˈiʒ.mʊ 
hi·per·vai·da·de ,i.per.vaj.dˈa.dʒɪ 
hi·per·vai·do·so  ,i.per.vaj.dˈo.zʊ 
hi·per·ven·ti·la·ção ,i.peɦ.vẽ.tʃi.la.sˈɐ̃w 
hi·per·ven·ti·la·do ,i.per.vẽ.tʃi.lˈa.dʊ 
hi·per·ven·ti·lar ,i.per.vẽ.tʃi.lˈaɾ 
hi·pi·ca·men·te  ,i.pi.kã.mˈẽ.tʃɪ 
hí·pi·co ,ˈi.pi.kʊ 
hi·pis·mo ,i.pˈiʒ.mʊ 
hip·no·se ,i.pə̃.nˈɔ.zɪ 
hip·nó·ti·co ,i.pə̃.nˈɔ.tʃi.kʊ 
hip·nó·ti·co ,i.pə̃.nˈɔ.tʃi.kʊ 
hip·no·tis·mo ,i.pə̃.no.tʃˈiʒ.mʊ 
hip·no·ti·za·dor ,i.pə̃.no.tʃi.za.dˈoɾ 
hip·no·ti·zar ,i.pə̃.no.tʃi.zˈaɾ 
hi·po·cam·po ,i.po.kˈɐ̃.pʊ 
hi·po·caus·to ,i.pɔ.kˈawʃ.tʊ 
hi·po·cen·tro ,i.po.sˈẽ.tɾʊ 
hi·po·clo·ri·to ,i.po.klo.ɾˈi.tʊ 
hi·po·con·dri·a ,i.po.kõ.dɾˈi.ɐ
hi·po·con·drí·a·co ,i.po.kõ.dɾˈi.a.kʊ 
hi·po·con·drí·a·co ,i.po.kõ.dɾˈi.a.kʊ 
hi·po·crá·ti·co ,i.pɔ.kɾˈa.tʃi.kʊ 
hi·po·cri·si·a ,i.po.kɾi.zˈi.ɐ 
hi·pó·cri·ta ,i.pˈɔ.kɾi.tɐ 
hi·po·cri·ta·men·te ,i.po.kɾi.tã.mˈẽ.tʃɪ 
